// Start Time: Unknown
// Update Rate: 100.0Hz
// Filter Profile: human (34.3)
// Firmware Version: 2.1.4
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	StatusWord	ClippingFlags	RSSI	Acc_X	Acc_Y	Acc_Z	FreeAcc_X	FreeAcc_Y	FreeAcc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Pressure	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_X	Vel_Y	Vel_Z	Temperature	GyrTemp_X	GyrTemp_Y	GyrTemp_Z	TrigIn1_Polarity	TrigIn1_Timestamp	TrigIn1_FrameNumber	TrigIn2_Polarity	TrigIn2_Timestamp	TrigIn2_FrameNumber	
22478	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.360700	-0.405936	10.008991	-0.600030	-1.020799	0.226934	0.533489	0.011635	-1.099212	0.321777	0.052490	-0.698975	-0.013624	-0.004251	0.100080	0.999981	0.002667	0.000058	-0.005496	100258.0000	0.809855	-0.568403	-0.145096	0.581815	0.809877	0.074772	0.075009	-0.144973	0.986588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22479	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.212603	-0.671656	10.016505	-0.636717	-1.317163	0.192889	0.303653	0.064278	-1.544205	0.321289	0.064209	-0.705566	-0.012146	-0.006775	0.100159	0.999969	0.001518	0.000321	-0.007721	100258.0000	0.800730	-0.580737	-0.146887	0.594469	0.800566	0.075507	0.073743	-0.147781	0.986267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22480	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.430548	-0.246177	9.789648	-0.553034	-0.789535	0.036934	0.061799	0.038338	-1.774048	0.318359	0.071533	-0.703125	-0.014308	-0.002365	0.097898	0.999960	0.000309	0.000192	-0.008870	100258.0000	0.790034	-0.594786	-0.148583	0.608620	0.790051	0.073490	0.073677	-0.148490	0.986165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22481	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.010253	-0.195419	9.117820	-0.192411	-0.855644	-0.679009	-0.345425	0.103761	-1.740288	0.320557	0.081055	-0.706787	-0.010071	-0.001709	0.091187	0.999960	-0.001727	0.000519	-0.008701	100258.0000	0.779250	-0.608292	-0.150829	0.622012	0.780096	0.067472	0.076619	-0.146395	0.986255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22482	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-0.601883	-0.566215	8.686352	-0.076376	-1.267743	-1.180070	-0.742732	0.188449	-1.713969	0.322754	0.090332	-0.704834	-0.005983	-0.005288	0.086889	0.999955	-0.003714	0.000942	-0.008570	100264.0000	0.768335	-0.621306	-0.153755	0.634677	0.770633	0.057529	0.082746	-0.141786	0.986433	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22483	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-60.0000	-0.704075	-0.529896	8.841459	-0.060160	-1.133876	-1.000308	-0.811016	0.142099	-1.638054	0.322021	0.107178	-0.703125	-0.007019	-0.004883	0.088440	0.999957	-0.004055	0.000710	-0.008190	100264.0000	0.757721	-0.633656	-0.156009	0.646477	0.761485	0.046984	0.089027	-0.136457	0.986638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22484	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-0.570029	-0.245217	8.730687	0.270397	-0.942764	-1.115125	-0.740252	0.152971	-1.629088	0.321533	0.118896	-0.701172	-0.005651	-0.002083	0.087319	0.999959	-0.003701	0.000765	-0.008145	100262.0000	0.746956	-0.645778	-0.158198	0.658050	0.752059	0.037113	0.095007	-0.131824	0.986710	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22485	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-60.0000	-1.022349	1.029608	10.011625	0.962980	0.158451	0.256327	-0.488096	0.139620	-1.575488	0.321045	0.130859	-0.704834	-0.010071	0.010620	0.100098	0.999966	-0.002440	0.000698	-0.007877	100262.0000	0.736366	-0.657369	-0.160098	0.669260	0.742431	0.029783	0.099283	-0.129078	0.986652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22486	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.519427	1.711178	10.177605	1.069089	0.991544	0.516603	-0.140382	-0.191499	-1.168830	0.315186	0.142822	-0.699463	-0.015191	0.017272	0.101749	0.999982	-0.000702	-0.000957	-0.005844	100256.0000	0.728683	-0.666249	-0.158532	0.677683	0.734876	0.026530	0.098826	-0.126766	0.986997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22487	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.898869	0.870297	9.858447	0.173299	0.671929	0.240698	0.128365	-0.192261	-0.928501	0.320312	0.145264	-0.702881	-0.019043	0.008728	0.098572	0.999989	0.000642	-0.000961	-0.004642	100256.0000	0.722549	-0.673286	-0.156874	0.684544	0.728496	0.026327	0.096556	-0.126410	0.987268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22488	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.625491	-0.104709	10.001135	-0.276193	-0.231200	0.313819	0.088311	-0.035477	-1.104933	0.317627	0.149902	-0.705811	-0.016278	-0.001001	0.100008	0.999984	0.000442	-0.000177	-0.005525	100264.0000	0.714976	-0.681338	-0.156804	0.692569	0.720902	0.025460	0.095694	-0.126801	0.987301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22489	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.324206	-0.490346	9.673398	-0.331202	-0.646813	-0.063818	-0.107575	0.062752	-1.369487	0.317383	0.156982	-0.709229	-0.013245	-0.004761	0.096741	0.999976	-0.000538	0.000314	-0.006847	100264.0000	0.705367	-0.691067	-0.157745	0.702189	0.711643	0.022238	0.096890	-0.126453	0.987229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22490	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.635085	-1.052458	9.310094	-0.959739	-0.772361	-0.381817	-0.063134	0.164987	-1.213844	0.309082	0.164307	-0.706299	-0.016337	-0.010396	0.093118	0.999981	-0.000316	0.000825	-0.006069	100264.0000	0.696632	-0.699446	-0.159623	0.710636	0.703285	0.019682	0.098494	-0.127144	0.986982	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22491	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.227806	-1.556234	8.982163	-1.048019	-1.355283	-0.775352	-0.138093	0.186349	-0.952152	0.311279	0.173828	-0.707275	-0.012268	-0.015442	0.089844	0.999988	-0.000690	0.000932	-0.004761	100264.0000	0.689650	-0.705874	-0.161629	0.717097	0.696772	0.016782	0.100773	-0.127478	0.986709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22492	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-0.735157	-1.641719	8.757651	-0.759629	-1.710256	-1.070260	-0.334359	0.176621	-0.730517	0.313477	0.180908	-0.702148	-0.007334	-0.016244	0.087610	0.999991	-0.001672	0.000883	-0.003653	100274.0000	0.684215	-0.710723	-0.163472	0.721770	0.692024	0.012287	0.104394	-0.126397	0.986471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22493	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.136572	-1.248812	8.883494	-0.700114	-1.137650	-0.869354	-0.405885	0.126839	-0.699617	0.310547	0.188232	-0.696777	-0.011353	-0.012268	0.088867	0.999991	-0.002029	0.000634	-0.003498	100274.0000	0.679017	-0.715389	-0.164785	0.726105	0.687547	0.007127	0.108199	-0.124490	0.986304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22494	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.547856	-0.279916	9.327708	-0.181045	-0.210225	-0.357362	-0.369073	0.145531	-0.847629	0.307617	0.195312	-0.702881	-0.015422	-0.002562	0.093293	0.999989	-0.001845	0.000728	-0.004238	100268.0000	0.672681	-0.721013	-0.166253	0.731426	0.681918	0.002075	0.111875	-0.122998	0.986081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22495	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-61.0000	-1.878716	0.568469	10.522544	0.377587	0.473025	0.874231	-0.194550	0.051308	-0.771334	0.309570	0.207275	-0.700928	-0.018738	0.005859	0.105225	0.999991	-0.000973	0.000257	-0.003857	100268.0000	0.666964	-0.726189	-0.166756	0.736371	0.676577	-0.001136	0.113649	-0.122037	0.985997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22496	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-62.0000	-2.182343	1.066211	10.346187	0.512802	1.042792	0.751054	0.080872	-0.018883	-0.531960	0.312500	0.204834	-0.700928	-0.021805	0.010678	0.103464	0.999996	0.000404	-0.000094	-0.002660	100264.0000	0.663061	-0.729800	-0.166558	0.739998	0.672608	-0.001234	0.112928	-0.122434	0.986031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22497	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-62.0000	-1.906004	1.426932	10.391368	0.957842	1.038426	0.753942	0.273133	0.103188	-0.344849	0.307129	0.207275	-0.700928	-0.018982	0.014160	0.103943	0.999997	0.001366	0.000516	-0.001724	100264.0000	0.660391	-0.731987	-0.167568	0.742584	0.669752	0.000875	0.111588	-0.125012	0.985860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22498	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-63.0000	-1.751988	1.024803	10.282772	0.742188	0.630884	0.623122	0.327874	0.173378	-0.327492	0.304199	0.211914	-0.703857	-0.017414	0.010108	0.102859	0.999996	0.001639	0.000867	-0.001637	100256.0000	0.657765	-0.733955	-0.169278	0.745105	0.666938	0.003548	0.110294	-0.128464	0.985562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22499	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-63.0000	-1.265614	-0.322249	10.063898	0.037519	-0.612010	0.317054	0.231362	0.186921	-0.682832	0.306885	0.209473	-0.698242	-0.012573	-0.003296	0.100647	0.999992	0.001157	0.000935	-0.003414	100256.0000	0.652458	-0.738248	-0.171141	0.749830	0.661614	0.004659	0.109790	-0.131367	0.985235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22500	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-63.0000	-1.048259	-0.794302	9.819788	-0.182447	-1.016340	0.040826	-0.070000	0.057602	-1.304827	0.309082	0.221436	-0.707764	-0.010506	-0.007840	0.098204	0.999978	-0.000350	0.000288	-0.006524	100256.0000	0.642558	-0.746742	-0.171744	0.758200	0.652020	0.001724	0.110693	-0.131324	0.985140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22501	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-64.0000	-1.294628	-0.759830	9.093265	-0.362761	-0.669511	-0.627870	-0.279238	-0.010490	-1.325999	0.303711	0.226318	-0.704834	-0.013000	-0.007385	0.090942	0.999976	-0.001396	-0.000052	-0.006630	100256.0000	0.632464	-0.755338	-0.171623	0.766339	0.642428	-0.003311	0.112756	-0.129427	0.985157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22502	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-64.0000	-1.519243	-1.240752	8.730386	-0.917170	-0.764146	-0.944650	0.002289	0.067902	-0.781252	0.300537	0.238281	-0.702637	-0.015211	-0.012349	0.087309	0.999991	0.000011	0.000340	-0.003906	100268.0000	0.626383	-0.760245	-0.172253	0.771257	0.636507	-0.004641	0.113169	-0.129945	0.985042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22503	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-64.0000	-1.678172	-1.910354	9.486008	-1.463478	-1.157693	-0.170695	0.118447	-0.001526	-0.662233	0.302979	0.240479	-0.702881	-0.016846	-0.019104	0.094849	0.999994	0.000592	-0.000008	-0.003311	100268.0000	0.621266	-0.764445	-0.172200	0.775519	0.631307	-0.004624	0.112246	-0.130672	0.985051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22504	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-65.0000	-1.949879	-1.364935	9.819693	-1.116219	-0.589607	0.212162	-0.332071	0.015640	-1.077467	0.289795	0.245605	-0.705078	-0.019564	-0.013381	0.098221	0.999984	-0.001660	0.000078	-0.005387	100268.0000	0.612860	-0.771185	-0.172270	0.781788	0.623467	-0.009761	0.114932	-0.128696	0.985001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22505	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-66.0000	-2.479763	-0.457774	10.196516	-0.586716	0.400694	0.666919	-0.688176	0.080300	-1.109322	0.299561	0.259521	-0.704102	-0.024780	-0.004089	0.101990	0.999978	-0.003441	0.000401	-0.005547	100268.0000	0.604062	-0.777956	-0.172897	0.787725	0.615751	-0.018464	0.120825	-0.125042	0.984767	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22506	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-67.0000	-2.344412	-0.145642	9.950745	-0.211420	0.559467	0.393997	-0.696949	0.119401	-0.884252	0.288818	0.266846	-0.703857	-0.023390	-0.001006	0.099525	0.999984	-0.003485	0.000597	-0.004421	100252.0000	0.596931	-0.783227	-0.173865	0.792169	0.609710	-0.026869	0.127052	-0.121692	0.984403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22507	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-67.0000	-2.177445	0.088545	9.940750	0.147550	0.596189	0.345553	-0.641635	0.206948	-0.712588	0.290771	0.278809	-0.702148	-0.021667	0.001282	0.099426	0.999988	-0.003208	0.001035	-0.003563	100252.0000	0.591006	-0.787305	-0.175677	0.795564	0.604891	-0.034439	0.133379	-0.119408	0.983845	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22508	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-68.0000	-1.724520	0.295264	9.714995	0.625008	0.420822	0.029772	-0.671199	0.202180	-0.766948	0.287842	0.288330	-0.702637	-0.017135	0.003345	0.097157	0.999986	-0.003356	0.001011	-0.003835	100268.0000	0.584617	-0.791685	-0.177364	0.799152	0.599631	-0.042404	0.139924	-0.116951	0.983231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22509	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-69.0000	-1.469944	0.426098	9.564278	0.929748	0.341726	-0.177544	-0.643734	0.189210	-0.955206	0.279541	0.298096	-0.694092	-0.014587	0.004639	0.095642	0.999983	-0.003219	0.000946	-0.004776	100268.0000	0.576693	-0.797161	-0.178773	0.803776	0.592790	-0.050442	0.146185	-0.114604	0.982596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22510	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-70.0000	-1.521064	0.192721	9.416591	0.753890	0.301046	-0.306715	-0.595479	0.083924	-1.234064	0.276367	0.307617	-0.697510	-0.015158	0.002301	0.094166	0.999976	-0.002977	0.000420	-0.006170	100276.0000	0.566613	-0.804325	-0.178919	0.809942	0.583584	-0.058508	0.151473	-0.111762	0.982123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22511	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-71.0000	-1.367901	-0.458457	8.518790	0.222059	-0.067302	-1.175735	-0.553135	0.074196	-1.118477	0.270508	0.322021	-0.689697	-0.013672	-0.004272	0.085205	0.999980	-0.002766	0.000371	-0.005592	100276.0000	0.557411	-0.810723	-0.178944	0.815374	0.575165	-0.065949	0.156389	-0.109145	0.981647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22512	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-72.0000	-1.297607	-1.856449	8.864768	-0.789961	-0.917693	-0.743630	-0.495913	0.049782	-1.035505	0.272949	0.326660	-0.690186	-0.013049	-0.018277	0.088696	0.999983	-0.002480	0.000249	-0.005177	100282.0000	0.548866	-0.816585	-0.178707	0.820314	0.567277	-0.072677	0.160724	-0.106706	0.981214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22513	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-73.0000	-1.402918	-1.881860	9.372053	-0.714403	-0.823443	-0.212904	-0.738151	0.016213	-1.269352	0.264648	0.336182	-0.690186	-0.014139	-0.018383	0.093790	0.999972	-0.003691	0.000081	-0.006347	100282.0000	0.538392	-0.823707	-0.177875	0.826003	0.557641	-0.082191	0.166892	-0.102674	0.980615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22514	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-75.0000	-2.079710	-1.209137	10.234504	-0.285745	0.109594	0.696238	-0.860031	-0.085641	-1.216328	0.261475	0.348145	-0.690918	-0.020912	-0.011524	0.102386	0.999971	-0.004300	-0.000428	-0.006082	100270.0000	0.528463	-0.830520	-0.175964	0.831025	0.548442	-0.092784	0.173565	-0.097197	0.980014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22515	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-76.0000	-2.472161	-0.711737	10.154796	-0.043681	0.787172	0.633160	-0.645832	-0.213815	-1.054961	0.253174	0.357910	-0.685303	-0.024866	-0.006659	0.101543	0.999980	-0.003229	-0.001069	-0.005275	100270.0000	0.520050	-0.836465	-0.172839	0.835418	0.540262	-0.100963	0.177830	-0.091887	0.979762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22516	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-79.0000	-2.347726	-0.810734	10.276100	0.004144	0.667491	0.738203	-0.504496	-0.141907	-0.893788	0.245117	0.362793	-0.685059	-0.023585	-0.007743	0.102764	0.999986	-0.002522	-0.000710	-0.004469	100264.0000	0.512824	-0.841390	-0.170510	0.839126	0.533219	-0.107449	0.181326	-0.087977	0.979480	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22517	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-81.0000	-2.266847	-0.674527	10.399079	0.237163	0.695335	0.826594	-0.465967	-0.018311	-0.830844	0.239258	0.376953	-0.691406	-0.022705	-0.006409	0.104004	0.999989	-0.002330	-0.000092	-0.004154	100264.0000	0.505874	-0.845809	-0.169406	0.842502	0.526615	-0.113434	0.185155	-0.085342	0.978997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22518	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-85.0000	-2.220476	-0.218886	10.344083	0.687217	0.922164	0.706605	-0.391771	0.054550	-0.882724	0.236572	0.379395	-0.685791	-0.022185	-0.001888	0.103451	0.999988	-0.001959	0.000273	-0.004414	100256.0000	0.498321	-0.850380	-0.168908	0.846199	0.519462	-0.118770	0.188741	-0.083745	0.978450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22519	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-86.0000	-1.943537	-0.328039	9.877260	0.692125	0.688328	0.211889	-0.347902	0.095940	-0.997739	0.236084	0.386719	-0.680664	-0.019403	-0.003012	0.098787	0.999986	-0.001740	0.000480	-0.004989	100256.0000	0.489676	-0.855442	-0.168629	0.850463	0.511243	-0.123866	0.192170	-0.082759	0.977866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22520	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-85.0000	-1.678922	-0.445649	9.183809	0.624034	0.469984	-0.498758	-0.294496	0.126458	-0.889209	0.228027	0.391602	-0.680420	-0.016750	-0.004247	0.091855	0.999989	-0.001472	0.000632	-0.004446	100252.0000	0.481855	-0.859851	-0.168738	0.854210	0.503862	-0.128252	0.195298	-0.082338	0.977281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22521	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-82.0000	-1.350146	-1.079652	8.958389	0.209128	-0.106919	-0.692047	-0.150109	0.113678	-0.713350	0.227783	0.396240	-0.675049	-0.013489	-0.010681	0.089600	0.999992	-0.000751	0.000568	-0.003567	100252.0000	0.475530	-0.863330	-0.168917	0.857328	0.497841	-0.130931	0.197131	-0.082555	0.976895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22522	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-80.0000	-1.560335	-1.320903	9.199724	-0.044788	-0.049358	-0.388788	-0.051117	0.028992	-0.720407	0.225098	0.396240	-0.677734	-0.015637	-0.013129	0.092003	0.999993	-0.000256	0.000145	-0.003602	100270.0000	0.469287	-0.866870	-0.168243	0.860628	0.491653	-0.132653	0.197710	-0.082543	0.976779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
22523	    0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	-78.0000	-1.731449	-1.271873	9.797108	0.040655	0.087512	0.216748	0.006676	0.014496	-0.780680	0.224854	0.403564	-0.678223	-0.017357	-0.012654	0.097972	0.999992	0.000033	0.000072	-0.003903	100270.0000	0.462528	-0.870670	-0.167337	0.864276	0.484867	-0.133906	0.197724	-0.082690	0.976764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
